RSSI,Type,Error code,Length,Steering angle,Battery voltage,Battery temperature,Throttle input,Brake pressure,Wheel speed,Latitude,Longitude,Time
-94.00,0,0,28,42,0.00,116.78,218,0.00,21.83,38.03641510,-78.51477051,2024-05-04 14:21:41.724974
-93.00,0,0,28,42,0.00,116.78,218,0.00,21.83,38.03641510,-78.51477051,2024-05-04 14:21:41.890695
-87.00,0,0,28,21,0.00,116.78,22,0.00,27.80,38.03643799,-78.51490021,2024-05-04 14:21:42.318377
-88.00,0,0,28,21,0.00,118.58,22,0.00,27.80,38.03643799,-78.51490021,2024-05-04 14:21:42.485951
-96.00,0,0,28,21,0.00,118.58,22,0.00,27.80,38.03643799,-78.51490021,2024-05-04 14:21:42.758180
-93.00,0,0,28,21,0.00,116.78,22,0.00,27.80,38.03643799,-78.51490021,2024-05-04 14:21:42.922676
-93.00,0,0,28,18,0.00,118.58,245,0.00,24.52,38.03644562,-78.51502228,2024-05-04 14:21:43.323313
-88.00,0,0,28,18,0.00,116.78,245,0.00,24.52,38.03644562,-78.51502228,2024-05-04 14:21:43.489936
-88.00,0,0,28,18,0.00,116.78,245,0.00,24.52,38.03644562,-78.51502228,2024-05-04 14:21:43.767336
-86.00,0,0,28,18,0.00,116.78,245,0.00,24.52,38.03644562,-78.51502228,2024-05-04 14:21:43.933141
-86.00,0,0,28,4,0.00,118.58,203,0.00,20.33,38.03643799,-78.51512909,2024-05-04 14:21:44.328815
-84.00,0,0,28,4,0.00,116.78,203,0.00,20.33,38.03643799,-78.51512909,2024-05-04 14:21:44.493317
-89.00,0,0,28,4,0.00,118.58,203,0.00,20.33,38.03643799,-78.51512909,2024-05-04 14:21:44.730109
-95.00,0,0,28,4,0.00,116.78,203,0.00,20.33,38.03643799,-78.51512909,2024-05-04 14:21:44.892856
-91.00,0,0,28,214,0.00,118.58,179,0.01,17.91,38.03639221,-78.51519775,2024-05-04 14:21:45.328488
-92.00,0,0,28,214,0.00,116.78,179,0.01,17.91,38.03639221,-78.51519775,2024-05-04 14:21:45.493862
-105.00,0,0,28,214,0.00,118.58,179,0.01,17.91,38.03639221,-78.51519775,2024-05-04 14:21:45.732313
-100.00,0,0,28,214,0.00,118.58,179,0.01,17.91,38.03639221,-78.51519775,2024-05-04 14:21:45.896288
-101.00,0,0,28,175,0.00,118.58,193,0.01,19.31,38.03631973,-78.51520538,2024-05-04 14:21:46.326376
-97.00,0,0,28,175,0.00,118.58,193,0.01,19.31,38.03631973,-78.51520538,2024-05-04 14:21:46.490503
-95.00,0,0,28,175,0.00,118.58,193,0.01,19.31,38.03631973,-78.51520538,2024-05-04 14:21:46.770037
-103.00,0,0,28,175,0.00,118.58,193,0.01,19.31,38.03631973,-78.51520538,2024-05-04 14:21:46.933873
-92.00,0,0,28,147,0.00,116.78,167,0.01,16.77,38.03625870,-78.51516724,2024-05-04 14:21:47.327578
-89.00,0,0,28,147,0.00,116.78,167,0.01,16.77,38.03625870,-78.51516724,2024-05-04 14:21:47.492833
-83.00,0,0,28,147,0.00,116.78,167,0.01,16.77,38.03625870,-78.51516724,2024-05-04 14:21:47.730324
-87.00,0,0,28,147,0.00,116.78,167,0.01,16.77,38.03625870,-78.51516724,2024-05-04 14:21:47.893092
-88.00,0,0,28,89,0.00,116.78,165,0.01,16.53,38.03625107,-78.51509857,2024-05-04 14:21:48.321392
-91.00,0,0,28,89,0.00,116.78,165,0.01,16.53,38.03625107,-78.51509857,2024-05-04 14:21:48.486202
-92.00,0,0,28,89,0.00,116.78,165,0.01,16.53,38.03625107,-78.51509857,2024-05-04 14:21:48.767276
-92.00,0,0,28,89,0.00,116.78,165,0.01,16.53,38.03625107,-78.51509857,2024-05-04 14:21:48.932190
-90.00,0,0,28,69,0.00,116.78,166,0.01,16.61,38.03627396,-78.51501465,2024-05-04 14:21:49.326016
-89.00,0,0,28,69,0.00,116.78,166,0.01,16.61,38.03627396,-78.51501465,2024-05-04 14:21:49.490155
-97.00,0,0,28,69,0.00,116.78,166,0.01,16.61,38.03627396,-78.51501465,2024-05-04 14:21:49.771016
-94.00,0,0,28,69,0.00,116.78,166,0.01,16.61,38.03627396,-78.51501465,2024-05-04 14:21:49.935333
-88.00,0,0,28,99,0.00,116.78,162,0.01,16.24,38.03626251,-78.51493835,2024-05-04 14:21:50.327599
-89.00,0,0,28,99,0.00,116.78,162,0.01,16.24,38.03626251,-78.51493835,2024-05-04 14:21:50.494833
